,parent,child,tMRCA,env region,number of AA in region,number of subsitutions,substitution/AA,substitution/AA/year,number of deletions,deletion/AA,deletion/AA/year,number of insertions,insertion/AA,insertion/AA/year,number of insertions - deletions,(insertions-deletions)/AA,(insertions-deletions)/AA/year
5161,N1001,B.GB.2008.CH080183_e_p1.HM204642.713080183,47.4261,gp120 - V2,44,7,0.1590909090909091,0.003354501194298268,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
5162,N1001,B.GB.2008.CH080183_e_p1.HM204642.713080183,47.4261,gp120 - C2,97,9,0.09278350515463918,0.0019563806670723333,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
5163,N1001,B.GB.2008.CH080183_e_p1.HM204642.713080183,47.4261,gp120 - V3,39,4,0.10256410256410256,0.0021626088285585906,1,0.02564102564102564,0.0005406522071396476,0,0.0,0.0,-1,-0.02564102564102564,-0.0005406522071396476
5164,N1001,B.GB.2008.CH080183_e_p1.HM204642.713080183,47.4261,gp120 - C3,51,10,0.19607843137254902,0.0041343992310678935,1,0.0196078431372549,0.00041343992310678934,0,0.0,0.0,-1,-0.0196078431372549,-0.00041343992310678934
5165,N1001,B.GB.2008.CH080183_e_p1.HM204642.713080183,47.4261,gp120 - V4,39,6,0.15384615384615385,0.003243913242837886,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
5166,N1001,B.GB.2008.CH080183_e_p1.HM204642.713080183,47.4261,gp120 - C4,40,7,0.175,0.0036899513137280946,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
5167,N1001,B.GB.2008.CH080183_e_p1.HM204642.713080183,47.4261,gp120 - V5,15,3,0.2,0.004217087215689252,0,0.0,0.0,4,0.26666666666666666,0.005622782954252335,4,0.26666666666666666,0.005622782954252335
5168,N1001,B.GB.2008.CH080183_e_p1.HM204642.713080183,47.4261,gp120 - C5,40,2,0.05,0.001054271803922313,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
5169,N1001,B.GB.2008.CH080183_e_p1.HM204642.713080183,47.4261,gp41,346,26,0.07514450867052024,0.001584454734218505,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
5170,N1001,B.FR.1999.751401.KC699025.751401,38.4261,signal peptide,33,2,0.06060606060606061,0.0015772108178051015,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
5171,N1001,B.FR.1999.751401.KC699025.751401,38.4261,gp120 - C1,99,5,0.050505050505050504,0.001314342348170918,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
5172,N1001,B.FR.1999.751401.KC699025.751401,38.4261,gp120 - V1,40,10,0.25,0.006505994623446043,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
5173,N1001,B.FR.1999.751401.KC699025.751401,38.4261,gp120 - V2,46,11,0.2391304347826087,0.006223125291991868,0,0.0,0.0,2,0.043478260869565216,0.0011314773258167031,2,0.043478260869565216,0.0011314773258167031
5174,N1001,B.FR.1999.751401.KC699025.751401,38.4261,gp120 - C2,97,8,0.08247422680412371,0.0021463075046419936,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
5175,N1001,B.FR.1999.751401.KC699025.751401,38.4261,gp120 - V3,39,4,0.10256410256410256,0.002669125999362479,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
5176,N1001,B.FR.1999.751401.KC699025.751401,38.4261,gp120 - C3,51,5,0.09803921568627451,0.0025513704405670757,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
5177,N1001,B.FR.1999.751401.KC699025.751401,38.4261,gp120 - V4,39,10,0.2564102564102564,0.006672814998406198,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
5178,N1001,B.FR.1999.751401.KC699025.751401,38.4261,gp120 - C4,40,1,0.025,0.0006505994623446044,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
5179,N1001,B.FR.1999.751401.KC699025.751401,38.4261,gp120 - V5,11,3,0.2727272727272727,0.007097448680122956,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
5180,N1001,B.FR.1999.751401.KC699025.751401,38.4261,gp120 - C5,40,2,0.05,0.0013011989246892088,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
5181,N1001,B.FR.1999.751401.KC699025.751401,38.4261,gp41,346,25,0.07225433526011561,0.0018803452668919203,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
5182,N1000,N1002,50.0175,signal peptide,33,3,0.09090909090909091,0.0018175456771948,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
5183,N1000,N1002,50.0175,gp120 - C1,99,9,0.09090909090909091,0.0018175456771948,1,0.010101010101010102,0.00020194951968831114,0,0.0,0.0,-1,-0.010101010101010102,-0.00020194951968831114
5184,N1000,N1002,50.0175,gp120 - V1,36,7,0.19444444444444445,0.003887528253999989,3,0.08333333333333333,0.0016660835374285666,0,0.0,0.0,-3,-0.08333333333333333,-0.0016660835374285666
5185,N1000,N1002,50.0175,gp120 - V2,44,6,0.13636363636363635,0.0027263185157922,2,0.045454545454545456,0.0009087728385974,0,0.0,0.0,-2,-0.045454545454545456,-0.0009087728385974
5186,N1000,N1002,50.0175,gp120 - C2,97,8,0.08247422680412371,0.0016489074184860041,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
5187,N1000,N1002,50.0175,gp120 - V3,39,4,0.10256410256410256,0.0020505643537582358,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
5188,N1000,N1002,50.0175,gp120 - C3,51,10,0.19607843137254902,0.003920196558655451,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
5189,N1000,N1002,50.0175,gp120 - V4,39,5,0.1282051282051282,0.0025632054421977947,6,0.15384615384615385,0.003075846530637354,0,0.0,0.0,-6,-0.15384615384615385,-0.003075846530637354
5190,N1000,N1002,50.0175,gp120 - C4,40,1,0.025,0.00049982506122857,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
5191,N1000,N1002,50.0175,gp120 - V5,11,2,0.18181818181818182,0.0036350913543896,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
5192,N1000,N1002,50.0175,gp120 - C5,40,1,0.025,0.00049982506122857,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
5193,N1000,N1002,50.0175,gp41,345,21,0.06086956521739131,0.001216965366469562,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
5194,N1002,B.DE.2009.C7V00485_E10_116061.KC247955.-,1.18034,signal peptide,33,1,0.030303030303030304,0.02567313681060568,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
5195,N1002,B.DE.2009.C7V00485_E10_116061.KC247955.-,1.18034,gp120 - C1,99,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
5196,N1002,B.DE.2009.C7V00485_E10_116061.KC247955.-,1.18034,gp120 - V1,36,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
5197,N1002,B.DE.2009.C7V00485_E10_116061.KC247955.-,1.18034,gp120 - V2,44,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
5198,N1002,B.DE.2009.C7V00485_E10_116061.KC247955.-,1.18034,gp120 - C2,97,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
5199,N1002,B.DE.2009.C7V00485_E10_116061.KC247955.-,1.18034,gp120 - V3,39,0,0.0,0.0,1,0.02564102564102564,0.02172342345512788,0,0.0,0.0,-1,-0.02564102564102564,-0.02172342345512788
5200,N1002,B.DE.2009.C7V00485_E10_116061.KC247955.-,1.18034,gp120 - C3,51,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
5201,N1002,B.DE.2009.C7V00485_E10_116061.KC247955.-,1.18034,gp120 - V4,39,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
5202,N1002,B.DE.2009.C7V00485_E10_116061.KC247955.-,1.18034,gp120 - C4,40,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
5203,N1002,B.DE.2009.C7V00485_E10_116061.KC247955.-,1.18034,gp120 - V5,11,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
5204,N1002,B.DE.2009.C7V00485_E10_116061.KC247955.-,1.18034,gp120 - C5,40,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
5205,N1002,B.DE.2009.C7V00485_E10_116061.KC247955.-,1.18034,gp41,345,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
5206,N1002,B.DE.2009.C7V00CT0_E10_152227.KC248002.-,1.19952,signal peptide,33,1,0.030303030303030304,0.025262630304647114,3,0.09090909090909091,0.07578789091394134,0,0.0,0.0,-3,-0.09090909090909091,-0.07578789091394134
5207,N1002,B.DE.2009.C7V00CT0_E10_152227.KC248002.-,1.19952,gp120 - C1,99,0,0.0,0.0,1,0.010101010101010102,0.008420876768215705,0,0.0,0.0,-1,-0.010101010101010102,-0.008420876768215705
5208,N1002,B.DE.2009.C7V00CT0_E10_152227.KC248002.-,1.19952,gp120 - V1,36,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
5209,N1002,B.DE.2009.C7V00CT0_E10_152227.KC248002.-,1.19952,gp120 - V2,44,0,0.0,0.0,2,0.045454545454545456,0.03789394545697067,0,0.0,0.0,-2,-0.045454545454545456,-0.03789394545697067
5210,N1002,B.DE.2009.C7V00CT0_E10_152227.KC248002.-,1.19952,gp120 - C2,97,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
5211,N1002,B.DE.2009.C7V00CT0_E10_152227.KC248002.-,1.19952,gp120 - V3,39,0,0.0,0.0,2,0.05128205128205128,0.04275214359247973,0,0.0,0.0,-2,-0.05128205128205128,-0.04275214359247973
5212,N1002,B.DE.2009.C7V00CT0_E10_152227.KC248002.-,1.19952,gp120 - C3,51,0,0.0,0.0,1,0.0196078431372549,0.016346407844183425,0,0.0,0.0,-1,-0.0196078431372549,-0.016346407844183425
5213,N1002,B.DE.2009.C7V00CT0_E10_152227.KC248002.-,1.19952,gp120 - V4,39,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
5214,N1002,B.DE.2009.C7V00CT0_E10_152227.KC248002.-,1.19952,gp120 - C4,40,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
5215,N1002,B.DE.2009.C7V00CT0_E10_152227.KC248002.-,1.19952,gp120 - V5,11,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
5216,N1002,B.DE.2009.C7V00CT0_E10_152227.KC248002.-,1.19952,gp120 - C5,40,0,0.0,0.0,1,0.025,0.02084167000133387,0,0.0,0.0,-1,-0.025,-0.02084167000133387
5217,N1002,B.DE.2009.C7V00CT0_E10_152227.KC248002.-,1.19952,gp41,345,0,0.0,0.0,7,0.020289855072463767,0.016914978551807198,0,0.0,0.0,-7,-0.020289855072463767,-0.016914978551807198
5218,N999,N1003,7.34538,signal peptide,33,1,0.030303030303030304,0.004125454408489459,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
5219,N999,N1003,7.34538,gp120 - C1,99,1,0.010101010101010102,0.0013751514694964866,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
5220,N999,N1003,7.34538,gp120 - V1,32,4,0.125,0.01701749943501902,2,0.0625,0.00850874971750951,0,0.0,0.0,-2,-0.0625,-0.00850874971750951
5221,N999,N1003,7.34538,gp120 - V2,46,4,0.08695652173913043,0.01183826047653497,0,0.0,0.0,2,0.043478260869565216,0.005919130238267485,2,0.043478260869565216,0.005919130238267485
5222,N999,N1003,7.34538,gp120 - C2,97,3,0.030927835051546393,0.004210515324128417,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
5223,N999,N1003,7.34538,gp120 - V3,39,1,0.02564102564102564,0.003490769114875696,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
5224,N999,N1003,7.34538,gp120 - C3,51,2,0.0392156862745098,0.00533882335216283,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
5225,N999,N1003,7.34538,gp120 - V4,40,4,0.1,0.013613999548015216,0,0.0,0.0,1,0.025,0.003403499887003804,1,0.025,0.003403499887003804
5226,N999,N1003,7.34538,gp120 - C4,40,2,0.05,0.006806999774007608,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
5227,N999,N1003,7.34538,gp120 - V5,11,1,0.09090909090909091,0.012376363225468378,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
5228,N999,N1003,7.34538,gp120 - C5,40,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
5229,N999,N1003,7.34538,gp41,345,8,0.02318840579710145,0.0031568694604093253,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
5230,N1003,B.CY.2005.CY150.FJ388941.CY150,43.8109,signal peptide,33,2,0.06060606060606061,0.0013833557540717176,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
5231,N1003,B.CY.2005.CY150.FJ388941.CY150,43.8109,gp120 - C1,99,7,0.0707070707070707,0.0016139150464170038,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
5232,N1003,B.CY.2005.CY150.FJ388941.CY150,43.8109,gp120 - V1,46,8,0.17391304347826086,0.0039696295551623195,0,0.0,0.0,14,0.30434782608695654,0.00694685172153406,14,0.30434782608695654,0.00694685172153406
5233,N1003,B.CY.2005.CY150.FJ388941.CY150,43.8109,gp120 - V2,46,6,0.13043478260869565,0.00297722216637174,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
5234,N1003,B.CY.2005.CY150.FJ388941.CY150,43.8109,gp120 - C2,97,3,0.030927835051546393,0.0007059392765623714,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
5235,N1003,B.CY.2005.CY150.FJ388941.CY150,43.8109,gp120 - V3,39,1,0.02564102564102564,0.000585265895953419,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
5236,N1003,B.CY.2005.CY150.FJ388941.CY150,43.8109,gp120 - C3,51,12,0.23529411764705882,0.005370675280513727,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
5237,N1003,B.CY.2005.CY150.FJ388941.CY150,43.8109,gp120 - V4,44,6,0.13636363636363635,0.003112550446661364,0,0.0,0.0,4,0.09090909090909091,0.0020750336311075764,4,0.09090909090909091,0.0020750336311075764
5238,N1003,B.CY.2005.CY150.FJ388941.CY150,43.8109,gp120 - C4,40,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
5239,N1003,B.CY.2005.CY150.FJ388941.CY150,43.8109,gp120 - V5,11,3,0.2727272727272727,0.006225100893322728,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
5240,N1003,B.CY.2005.CY150.FJ388941.CY150,43.8109,gp120 - C5,40,3,0.075,0.0017119027456637503,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
5241,N1003,B.CY.2005.CY150.FJ388941.CY150,43.8109,gp41,345,55,0.15942028985507245,0.0036388270922321263,9,0.02608695652173913,0.0005954444332743479,0,0.0,0.0,-9,-0.02608695652173913,-0.0005954444332743479
5242,N1003,B.GB.2008.G435_G3.HQ595781.G435,46.515,signal peptide,33,3,0.09090909090909091,0.0019544037602728347,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
5243,N1003,B.GB.2008.G435_G3.HQ595781.G435,46.515,gp120 - C1,99,3,0.030303030303030304,0.0006514679200909449,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
5244,N1003,B.GB.2008.G435_G3.HQ595781.G435,46.515,gp120 - V1,32,6,0.1875,0.004030957755562722,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
5245,N1003,B.GB.2008.G435_G3.HQ595781.G435,46.515,gp120 - V2,51,7,0.13725490196078433,0.0029507664615883978,0,0.0,0.0,5,0.09803921568627451,0.0021076903297059984,5,0.09803921568627451,0.0021076903297059984
5246,N1003,B.GB.2008.G435_G3.HQ595781.G435,46.515,gp120 - C2,97,5,0.05154639175257732,0.0011081670805670712,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
5247,N1003,B.GB.2008.G435_G3.HQ595781.G435,46.515,gp120 - V3,39,4,0.10256410256410256,0.002204968344923198,1,0.02564102564102564,0.0005512420862307995,0,0.0,0.0,-1,-0.02564102564102564,-0.0005512420862307995
5248,N1003,B.GB.2008.G435_G3.HQ595781.G435,46.515,gp120 - C3,53,8,0.1509433962264151,0.003245047752905839,0,0.0,0.0,2,0.03773584905660377,0.0008112619382264597,2,0.03773584905660377,0.0008112619382264597
5249,N1003,B.GB.2008.G435_G3.HQ595781.G435,46.515,gp120 - V4,40,3,0.075,0.0016123831022250886,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
5250,N1003,B.GB.2008.G435_G3.HQ595781.G435,46.515,gp120 - C4,40,2,0.05,0.0010749220681500592,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
5251,N1003,B.GB.2008.G435_G3.HQ595781.G435,46.515,gp120 - V5,14,0,0.0,0.0,0,0.0,0.0,3,0.21428571428571427,0.004606808863500253,3,0.21428571428571427,0.004606808863500253
5252,N1003,B.GB.2008.G435_G3.HQ595781.G435,46.515,gp120 - C5,40,3,0.075,0.0016123831022250886,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
5253,N1003,B.GB.2008.G435_G3.HQ595781.G435,46.515,gp41,345,21,0.06086956521739131,0.0013086007786174633,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
5254,N998,N1004,1.80814,signal peptide,33,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
5255,N998,N1004,1.80814,gp120 - C1,99,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
5256,N998,N1004,1.80814,gp120 - V1,32,2,0.0625,0.034565907507162055,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
5257,N998,N1004,1.80814,gp120 - V2,44,2,0.045454545454545456,0.025138841823390587,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
5258,N998,N1004,1.80814,gp120 - C2,97,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
5259,N998,N1004,1.80814,gp120 - V3,39,1,0.02564102564102564,0.014180885131143406,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
5260,N998,N1004,1.80814,gp120 - C3,51,2,0.0392156862745098,0.021688412553513444,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
5261,N998,N1004,1.80814,gp120 - V4,37,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
5262,N998,N1004,1.80814,gp120 - C4,40,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
5263,N998,N1004,1.80814,gp120 - V5,11,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
5264,N998,N1004,1.80814,gp120 - C5,40,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
5265,N998,N1004,1.80814,gp41,345,3,0.008695652173913044,0.004809169740126895,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
5266,N1004,N1005,3.98033,signal peptide,33,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
5267,N1004,N1005,3.98033,gp120 - C1,99,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
5268,N1004,N1005,3.98033,gp120 - V1,32,4,0.125,0.03140443129087287,3,0.09375,0.02355332346815465,0,0.0,0.0,-3,-0.09375,-0.02355332346815465
5269,N1004,N1005,3.98033,gp120 - V2,44,1,0.022727272727272728,0.005709896598340522,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
5270,N1004,N1005,3.98033,gp120 - C2,97,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
5271,N1004,N1005,3.98033,gp120 - V3,39,1,0.02564102564102564,0.006441934623768793,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
5272,N1004,N1005,3.98033,gp120 - C3,51,2,0.0392156862745098,0.009852370601058154,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
5273,N1004,N1005,3.98033,gp120 - V4,37,3,0.08108108108108109,0.020370441918404023,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
5274,N1004,N1005,3.98033,gp120 - C4,40,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
5275,N1004,N1005,3.98033,gp120 - V5,11,1,0.09090909090909091,0.022839586393362088,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
5276,N1004,N1005,3.98033,gp120 - C5,40,1,0.025,0.006280886258174574,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
5277,N1004,N1005,3.98033,gp41,345,7,0.020289855072463767,0.005097530876199654,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
5278,N1005,N1006,7.80063,signal peptide,33,1,0.030303030303030304,0.003884690121570989,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
5279,N1005,N1006,7.80063,gp120 - C1,99,2,0.020202020202020204,0.0025897934143806595,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
5280,N1005,N1006,7.80063,gp120 - V1,32,2,0.0625,0.008012173375740164,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
5281,N1005,N1006,7.80063,gp120 - V2,44,4,0.09090909090909091,0.011654070364712967,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
5282,N1005,N1006,7.80063,gp120 - C2,97,2,0.020618556701030927,0.0026431912167390235,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
5283,N1005,N1006,7.80063,gp120 - V3,39,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
5284,N1005,N1006,7.80063,gp120 - C3,51,5,0.09803921568627451,0.012568115099200259,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
5285,N1005,N1006,7.80063,gp120 - V4,40,2,0.05,0.006409738700592132,0,0.0,0.0,3,0.075,0.009614608050888197,3,0.075,0.009614608050888197
5286,N1005,N1006,7.80063,gp120 - C4,40,1,0.025,0.003204869350296066,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
5287,N1005,N1006,7.80063,gp120 - V5,13,0,0.0,0.0,0,0.0,0.0,2,0.15384615384615385,0.01972227292489887,2,0.15384615384615385,0.01972227292489887
5288,N1005,N1006,7.80063,gp120 - C5,40,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
5289,N1005,N1006,7.80063,gp41,345,6,0.017391304347826087,0.0022294743306407413,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
5290,N1006,B.SI.2013.Sample43_SI378.MN736704.-,50.9411,signal peptide,33,3,0.09090909090909091,0.0017845922233538521,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
5291,N1006,B.SI.2013.Sample43_SI378.MN736704.-,50.9411,gp120 - C1,99,4,0.04040404040404041,0.0007931520992683788,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
5292,N1006,B.SI.2013.Sample43_SI378.MN736704.-,50.9411,gp120 - V1,34,11,0.3235294117647059,0.006351048794876944,0,0.0,0.0,2,0.058823529411764705,0.0011547361445230807,2,0.058823529411764705,0.0011547361445230807
5293,N1006,B.SI.2013.Sample43_SI378.MN736704.-,50.9411,gp120 - V2,44,10,0.22727272727272727,0.00446148055838463,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
5294,N1006,B.SI.2013.Sample43_SI378.MN736704.-,50.9411,gp120 - C2,97,5,0.05154639175257732,0.0010118821884996067,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
5295,N1006,B.SI.2013.Sample43_SI378.MN736704.-,50.9411,gp120 - V3,39,4,0.10256410256410256,0.0020133860981428075,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
5296,N1006,B.SI.2013.Sample43_SI378.MN736704.-,50.9411,gp120 - C3,51,7,0.13725490196078433,0.002694384337220522,1,0.0196078431372549,0.00038491204817436023,0,0.0,0.0,-1,-0.0196078431372549,-0.00038491204817436023
5297,N1006,B.SI.2013.Sample43_SI378.MN736704.-,50.9411,gp120 - V4,40,11,0.275,0.005398391475645403,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
5298,N1006,B.SI.2013.Sample43_SI378.MN736704.-,50.9411,gp120 - C4,40,1,0.025,0.0004907628614223093,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
5299,N1006,B.SI.2013.Sample43_SI378.MN736704.-,50.9411,gp120 - V5,14,2,0.14285714285714285,0.0028043592081274816,0,0.0,0.0,1,0.07142857142857142,0.0014021796040637408,1,0.07142857142857142,0.0014021796040637408
5300,N1006,B.SI.2013.Sample43_SI378.MN736704.-,50.9411,gp120 - C5,40,4,0.1,0.001963051445689237,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
5301,N1006,B.SI.2013.Sample43_SI378.MN736704.-,50.9411,gp41,345,36,0.10434782608695652,0.002048401508545291,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
5302,N1006,B.BG.2008.P_08_001.MH746266.-,45.9109,signal peptide,33,3,0.09090909090909091,0.0019801199913112334,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
5303,N1006,B.BG.2008.P_08_001.MH746266.-,45.9109,gp120 - C1,99,6,0.06060606060606061,0.0013200799942074892,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
5304,N1006,B.BG.2008.P_08_001.MH746266.-,45.9109,gp120 - V1,35,4,0.11428571428571428,0.0024892937033626937,0,0.0,0.0,3,0.08571428571428572,0.0018669702775220203,3,0.08571428571428572,0.0018669702775220203
5305,N1006,B.BG.2008.P_08_001.MH746266.-,45.9109,gp120 - V2,44,4,0.09090909090909091,0.0019801199913112334,1,0.022727272727272728,0.0004950299978278084,0,0.0,0.0,-1,-0.022727272727272728,-0.0004950299978278084
5306,N1006,B.BG.2008.P_08_001.MH746266.-,45.9109,gp120 - C2,97,12,0.12371134020618557,0.0026945962768359054,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
5307,N1006,B.BG.2008.P_08_001.MH746266.-,45.9109,gp120 - V3,39,3,0.07692307692307693,0.0016754861464941208,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
5308,N1006,B.BG.2008.P_08_001.MH746266.-,45.9109,gp120 - C3,51,8,0.1568627450980392,0.003416677632066442,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
5309,N1006,B.BG.2008.P_08_001.MH746266.-,45.9109,gp120 - V4,43,5,0.11627906976744186,0.0025327116167934384,0,0.0,0.0,3,0.06976744186046512,0.001519626970076063,3,0.06976744186046512,0.001519626970076063
5310,N1006,B.BG.2008.P_08_001.MH746266.-,45.9109,gp120 - C4,40,4,0.1,0.002178131990442357,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
5311,N1006,B.BG.2008.P_08_001.MH746266.-,45.9109,gp120 - V5,13,2,0.15384615384615385,0.0033509722929882415,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
5312,N1006,B.BG.2008.P_08_001.MH746266.-,45.9109,gp120 - C5,40,1,0.025,0.0005445329976105892,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
5313,N1006,B.BG.2008.P_08_001.MH746266.-,45.9109,gp41,346,27,0.07803468208092486,0.0016996983740446138,0,0.0,0.0,1,0.002890173410404624,6.295179163128198e-05,1,0.002890173410404624,6.295179163128198e-05
5314,N1005,B.FR.1993.PHI146.AF041127.146,37.7417,signal peptide,38,1,0.02631578947368421,0.0006972603108414355,0,0.0,0.0,5,0.13157894736842105,0.003486301554207178,5,0.13157894736842105,0.003486301554207178
5315,N1005,B.FR.1993.PHI146.AF041127.146,37.7417,gp120 - C1,99,5,0.050505050505050504,0.0013381763541401288,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
